Vernier Format 2
Untitled.cmbl 11.10.2021 16:24:47 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/s²

0,2839836	1	0	 	 
0,2940004	0	 	 	 
0,58573	1	0,05	0,175850421798	0,0672641798218
0,5943232	0	 	 	 
0,8560836	1	0,1	0,19376206028	0,0652410909167
0,8651844	0	 	 	 
1,1038012	1	0,15	0,201371527037	-0,00380446503412
1,1130836	0	 	 	 
1,3526836	1	0,2	0,23041951056	0,237231846984
1,3604316	0	 	 	 
1,549698	1	0,25	0,250161855343	-0,036816600354
1,5564868	0	 	 	 
1,752598	1	0,3	0,253912082	0,0737828562135
1,7593236	0	 	 	 
1,9441836	1	0,35	0,267008774307	0,0629361070841
1,9501048	0	 	 	 
2,1274836	1	0,4	0,279139614708	0,0694243991984
2,1330836	0	 	 	 
2,302784	1	0,45	0,291277459898	0,0690561198412
2,3079844	0	 	 	 
2,471084	1	0,5	0,302483771236	0,0641145437175
2,4768836	0	 	 	 
2,6335836	1	0,55	0,3005661198	-0,0877164656524
2,6397836	0	 	 	 
2,8041832	1	0,6	0,3294887815	0,42678715164
2,809584	0	 	 	 
2,943384	1	0,65	0,349815609033	-0,134736710364
2,9482252	0	 	 	 
3,0904836	1	0,7	0,345470472463	0,0756592340063
3,0954136	0	 	 	 
3,23299	1	0,75	0,354821712676	0,0555803484078
3,2374836	0	 	 	 
3,372384	1	0,8	0,363445050299	0,0681457462906
3,3766836	0	 	 	 
3,5082264	1	0,85	0,373081028851	0,0737242229101
3,5122848	0	 	 	 
3,6405164	1	0,9	0,3819701202	0,060663733091
3,6451216	0	 	 	 
3,7700836	1	0,95	0,374604096688	-0,174365711861
3,775084	0	 	 	 
3,9079836	1	1	0,404650520851	0,610136910738
3,9123836	0	 	 	 
4,0217836	1	1,05	0,425741424129	-0,239470772293
4,025784	0	 	 	 
4,1433844	1	1,1	0,415904642448	0,0776826643115
4,147484	0	 	 	 
4,262284	1	1,15	0,423593960638	0,0516586991654
4,2660164	0	 	 	 
4,379484	1	1,2	0,43086931636	0,0724941288536
4,383084	0	 	 	 
